Age,Accessibility,EdLevel,Employment,Gender,MentalHealth,MainBranch,YearsCode,YearsCodePro,Country,PreviousSalary,HaveWorkedWith,ComputerSkills,Employed
<35,No,Other,1,Man,Yes,Dev,11,9,United States of America,150000,Kotlin;Git;React.js;Svelte;Firebase,5,0
<35,No,Master,0,Man,No,NotDev,10,5,Poland,45564,Bash/Shell;C;HTML/CSS;Python;SQL;Ansible;Docker;Git;Kubernetes;Puppet;Terraform;Django;FastAPI;Flask;jQuery;AWS;DigitalOcean;Google Cloud Platform;Heroku;Microsoft Azure;DynamoDB;Elasticsearch;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite,30,1
<35,No,Undergraduate,1,Man,No,NotDev,16,10,United States of America,130000,C#;HTML/CSS;JavaScript;PowerShell;SQL;VBA;ASP.NET;ASP.NET Core ;jQuery;Vue.js;AWS;Microsoft Azure;Microsoft SQL Server,13,1
<35,No,Other,1,NonBinary,No,Dev,25,21,Austria,77832,Bash/Shell;C++;HTML/CSS;JavaScript;Node.js;SQL;TypeScript;VBA;Docker;Git;Kubernetes;Angular;Express;jQuery;React.js;Vue.js;AWS;Microsoft Azure;Couchbase;Firebase;MongoDB;PostgreSQL,22,1
<35,No,Undergraduate,1,Man,No,Dev,9,9,India,25128,C#;Go;JavaScript;Node.js;PowerShell;Python;SQL;TypeScript;Docker;Git;Puppet;ASP.NET;ASP.NET Core ;DigitalOcean;Microsoft Azure;Microsoft SQL Server;MySQL;Redis,18,1
<35,No,Master,1,Man,No,Dev,15,7,Germany,85397,Java;Kotlin;Git;AWS,4,0
<35,No,PhD,1,Man,No,Dev,16,2,United States of America,123000,C++;Go;HTML/CSS;JavaScript;Node.js;Python;Ansible;Docker;Git;Express;Vue.js;DigitalOcean;Elasticsearch;MongoDB;Redis,15,0
>35,No,Master,1,Man,No,Dev,12,10,Germany,97288,Bash/Shell;Scala;Git;Yarn;Microsoft Azure,5,0
>35,No,Master,0,Man,No,Dev,19,13,United States of America,105000,Bash/Shell;Java;JavaScript;Perl;Python;R;Docker;Git;Flask;jQuery;AWS;MySQL;PostgreSQL,13,1
<35,No,Undergraduate,1,Man,No,Dev,12,2,India,3686,Java;Kotlin;SQL;Git;Spring;MySQL;SQLite,7,0
<35,No,Undergraduate,0,Man,No,Dev,18,7,Kenya,55000,Bash/Shell;C#;C++;HTML/CSS;JavaScript;Python;SQL;Git;DigitalOcean;Google Cloud Platform;MySQL,11,0
>35,No,Master,1,Man,No,NotDev,15,7,United States of America,110000,C#;Matlab;Unity 3D,3,0
<35,No,Master,1,Man,No,Dev,13,10,Canada,90758,Go;HTML/CSS;JavaScript;Ruby;SQL;Docker;Git;Kubernetes;Terraform;React.js;Ruby on Rails;Google Cloud Platform;Heroku;PostgreSQL,14,0
>35,No,Master,1,Man,Yes,NotDev,30,12,Germany,69183,Bash/Shell;C#;Delphi;HTML/CSS;Java;JavaScript;Matlab;Node.js;Perl;PHP;PowerShell;Python;SQL;VBA;Git;jQuery;Laravel;React.js;Vue.js;MariaDB;Microsoft SQL Server;MySQL;SQLite,23,1
<35,No,Undergraduate,1,Man,No,Dev,8,0,India,9773,C;C++;HTML/CSS;Java;JavaScript;Node.js;PowerShell;Python;SQL;Docker;Git;Yarn;Express;Flask;jQuery;React.js;Heroku;MongoDB;MySQL,19,1
<35,No,Undergraduate,1,Man,No,Dev,15,7,Spain,32429,HTML/CSS;Java;JavaScript;Node.js;TypeScript;Docker;Git;Angular;jQuery;Spring;AWS,11,1
>35,No,Undergraduate,1,Man,Yes,Dev,34,31,United States of America,82000,C#;HTML/CSS;SQL;Git;ASP.NET;jQuery;Microsoft Azure;Microsoft SQL Server,8,1
<35,No,Undergraduate,1,Man,Yes,Dev,8,5,United States of America,76000,Bash/Shell;C;C#;Dart;HTML/CSS;JavaScript;Objective-C;PHP;Python;SQL;Docker;Git;Xamarin;Yarn;ASP.NET;ASP.NET Core ;Drupal;jQuery;React.js;Ruby on Rails;AWS;Couchbase;DynamoDB;Microsoft SQL Server,24,1
<35,No,Undergraduate,1,Man,No,Dev,9,5,India,8517,C;Java;Kotlin;Git;Spring;Vue.js;AWS;MongoDB,8,0
>35,No,Undergraduate,1,Man,No,Dev,42,42,United States of America,70000,Swift;Firebase;MongoDB,3,0
<35,No,Other,1,Man,No,Dev,18,9,Poland,28860,HTML/CSS;JavaScript;Node.js;PHP;SQL;Docker;Git;jQuery;Laravel;Symfony;DigitalOcean;Elasticsearch;MariaDB;MySQL;Redis,15,0
<35,No,Undergraduate,0,Man,Yes,Dev,14,12,Turkey,11832,HTML/CSS;JavaScript;Python;SQL;TypeScript;Docker;Git;Angular;Django;DigitalOcean;PostgreSQL,11,0
<35,No,Undergraduate,1,Man,No,Dev,4,1,India,25131,C;C++;HTML/CSS;Java;JavaScript;Python;TypeScript;Docker;Git;Angular;Django;Flask;jQuery;Firebase;PostgreSQL;SQLite,16,1
>35,No,Master,1,Man,No,Dev,18,16,Serbia,77832,Bash/Shell;C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;Docker;Git;Kubernetes;ASP.NET;ASP.NET Core ;jQuery;Microsoft Azure;Microsoft SQL Server,15,1
<35,No,Other,1,Man,No,Dev,10,7,United Kingdom of Great Britain and Northern Ireland,55582,Delphi;HTML/CSS;JavaScript;PHP;SQL;TypeScript;Docker;Git;Angular.js;jQuery;Laravel;Symfony;Vue.js;DigitalOcean;MySQL;PostgreSQL;SQLite,17,1
<35,No,Other,0,Man,No,Dev,12,5,Hungary,120000,HTML/CSS;JavaScript;Node.js;PHP;Ruby;TypeScript;Docker;Git;Express;Gatsby;jQuery;React.js;Ruby on Rails;Vue.js;DigitalOcean;Heroku;Firebase;MariaDB;MySQL;Redis,20,1
<35,No,Other,1,Man,No,Dev,12,2,United Kingdom of Great Britain and Northern Ireland,31020,C#;HTML/CSS;JavaScript;SQL;Git;Angular.js;ASP.NET;jQuery;Microsoft SQL Server;SQLite,10,1
<35,No,Master,1,Man,No,Dev,16,11,Russian Federation,43404,C;C#;Go;Objective-C;Swift;Ansible;Docker;Git;Kubernetes;Cassandra;Elasticsearch;PostgreSQL;Redis;SQLite,14,0
>35,No,Undergraduate,1,Woman,No,Dev,25,13,United States of America,97000,Bash/Shell;C#;C++;HTML/CSS;Java;JavaScript;Matlab;Node.js;Perl;PHP;Python;SQL;TypeScript;Chef;Git;ASP.NET;Drupal;jQuery;React.js;Google Cloud Platform;Cassandra;Elasticsearch;Microsoft SQL Server;PostgreSQL;Redis,25,1
<35,No,Master,1,Man,Yes,Dev,10,3,Italy,25944,C#;HTML/CSS;Node.js;PowerShell;TypeScript;Docker;Git;Angular;ASP.NET Core ;Express;Microsoft Azure;Microsoft SQL Server;Redis,13,1
>35,No,Master,1,Man,No,NotDev,22,7,Poland,15192,JavaScript;Node.js;Python;SQL;TypeScript;Docker;Git;Django;Express;Vue.js;Couchbase;MariaDB;MongoDB;PostgreSQL;SQLite,15,1
<35,No,Master,1,Man,No,Dev,16,10,India,25131,Java;Python;SQL;Docker;Flask;AWS;Google Cloud Platform;IBM Cloud or Watson;Microsoft Azure;Cassandra;Microsoft SQL Server;MySQL,12,0
<35,No,Undergraduate,0,Man,Yes,Dev,10,6,Brazil,54972,C#;HTML/CSS;Java;JavaScript;Kotlin;Node.js;PowerShell;SQL;TypeScript;Ansible;Docker;Git;Terraform;Angular;Angular.js;ASP.NET;ASP.NET Core ;jQuery;Spring;Couchbase;Microsoft SQL Server;MongoDB;MySQL;Redis;SQLite,25,1
>35,No,Undergraduate,1,Man,No,Dev,30,20,Germany,75669,Java;SQL;Docker;Git;Spring;Microsoft Azure;Oracle;PostgreSQL;Redis,9,0
<35,No,Undergraduate,1,Man,No,Dev,9,3,Spain,30267,Java;Kotlin;Git;MySQL;SQLite,5,0
<35,No,Master,1,Man,No,Dev,7,4,France,41077,HTML/CSS;JavaScript;Node.js;Python;SQL;TypeScript;Deno;Docker;Git;Yarn;Django;Express;Gatsby;jQuery;React.js;AWS;Heroku;PostgreSQL;SQLite,19,1
<35,No,Undergraduate,0,Man,Yes,Dev,5,4,Sri Lanka,11868,Dart;HTML/CSS;Java;JavaScript;Node.js;PHP;SQL;TypeScript;Docker;Git;Yarn;Angular;Express;React.js;Svelte;AWS;Google Cloud Platform;Heroku;Microsoft Azure;Firebase;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis,26,1
>35,No,Undergraduate,0,Man,Yes,Dev,20,20,Germany,172950,Git;Oracle,2,0
<35,No,Master,1,Man,Yes,Dev,14,6,Canada,96808,HTML/CSS;Kotlin;Swift;Git;Django;AWS;Google Cloud Platform;Firebase;SQLite,9,0
<35,No,Other,1,Man,No,Dev,7,4,Switzerland,67092,Assembly;Bash/Shell;C;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Node.js;TypeScript;Docker;Git;Angular;Angular.js;Spring;Elasticsearch;MariaDB;MySQL;Oracle;Redis;SQLite,21,1
<35,No,Undergraduate,1,Man,No,Dev,11,4,United States of America,76000,HTML/CSS;JavaScript;Scala;TypeScript;Git;Angular;Spring,7,0
<35,No,Undergraduate,0,Man,Yes,Dev,6,1,Lebanon,79344,Bash/Shell;Node.js;PHP;SQL;Git;Angular;Laravel;AWS;Elasticsearch;PostgreSQL;Redis,11,0
<35,No,Undergraduate,1,Man,No,Dev,24,1,Australia,40086,Bash/Shell;HTML/CSS;JavaScript;Node.js;PHP;SQL;Docker;Git;Unity 3D;Express;jQuery;Laravel;React.js;Vue.js;AWS;Google Cloud Platform;Heroku;MariaDB;MySQL;SQLite,20,1
>35,Yes,Master,1,Man,No,Dev,20,10,Ukraine,30000,Bash/Shell;HTML/CSS;Java;JavaScript;Perl;SQL;TypeScript;Git;Angular;Oracle,10,1
>35,No,Undergraduate,1,Man,No,Dev,40,28,United States of America,170000,C#;TypeScript;Docker;Angular;ASP.NET Core ;AWS;PostgreSQL,7,0
<35,Yes,Undergraduate,1,Man,No,Dev,7,3,Colombia,26484,Bash/Shell;Python;Scala;SQL;Docker;Git;Terraform;AWS;MongoDB,9,0
<35,No,Master,1,Man,No,Dev,6,2,France,37834,C#;PHP;TypeScript;Git;Angular;Angular.js;React.js;Vue.js;AWS;MongoDB;MySQL,11,1
<35,No,Undergraduate,1,Man,No,Dev,6,6,United States of America,60000,Bash/Shell;C++;HTML/CSS;JavaScript;Node.js;Git;Express;Vue.js;DigitalOcean;MongoDB;MySQL;Redis,12,1
>35,No,Undergraduate,1,Man,No,Dev,20,16,France,25428,JavaScript;Node.js;PHP;Laravel;Vue.js;Google Cloud Platform;Microsoft Azure;Elasticsearch;MariaDB;PostgreSQL,10,0
>35,Yes,Master,1,Man,Yes,NotDev,34,21,Netherlands,81074,Bash/Shell;C;C++;Delphi;HTML/CSS;Java;Matlab;Perl;PHP;Python;SQL;VBA;Git;MongoDB;MySQL;Oracle,16,1
<35,No,Undergraduate,1,Man,No,Dev,5,5,Colombia,28248,HTML/CSS;JavaScript;TypeScript;Docker;Git;Kubernetes;Yarn;Angular;AWS;DigitalOcean;Google Cloud Platform;Heroku;Firebase;PostgreSQL;Redis,15,0
<35,No,Undergraduate,1,Man,No,Dev,7,4,India,12230,Dart;Java;JavaScript;Kotlin;PHP;Git;Google Cloud Platform;MySQL,8,0
<35,No,Undergraduate,0,Man,No,Dev,11,5,India,8376,Bash/Shell;Dart;Java;JavaScript;Kotlin;TypeScript;Git;Cassandra;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;SQLite,14,1
<35,No,Undergraduate,1,Man,No,Dev,15,8,United States of America,150000,Python;R;SQL;Git;AWS,5,0
<35,No,Undergraduate,1,Man,No,Dev,16,8,India,36300,Objective-C;Swift;Git;AWS;Heroku;Firebase;MySQL;SQLite,8,0
<35,No,Other,1,Man,No,Dev,5,1,Dominican Republic,3372,C#;Dart;HTML/CSS;JavaScript;Node.js;SQL;Git;Express;jQuery;React.js;AWS;Heroku;Firebase;Microsoft SQL Server;MySQL,15,1
<35,No,Master,1,Man,No,NotDev,13,3,Germany,40212,Bash/Shell;C++;HTML/CSS;PHP;Python;R;Docker;Git;Symfony;Vue.js,10,0
<35,No,Other,0,Man,No,Dev,10,10,Brazil,13740,C#;JavaScript;SQL;Git;ASP.NET Core ;Express;React.js;AWS;DigitalOcean;Firebase;Microsoft SQL Server;MongoDB;PostgreSQL,13,1
>35,No,NoHigherEd,1,Man,Yes,Dev,25,22,Italy,23352,C#;Java;JavaScript;SQL;Microsoft SQL Server,5,1
<35,No,Other,1,Man,No,Dev,14,11,United Kingdom of Great Britain and Northern Ireland,77556,Assembly;Bash/Shell;HTML/CSS;Java;JavaScript;Kotlin;Rust;SQL;Git;jQuery;DigitalOcean;SQLite,12,1
>35,No,Other,1,Man,No,Dev,30,20,Canada,56723,Bash/Shell;Go;HTML/CSS;JavaScript;Node.js;Perl;PHP;Python;SQL;Git;jQuery;Laravel;DigitalOcean;MariaDB,14,1
<35,No,Other,1,Man,No,Dev,6,5,Canada,75631,HTML/CSS;JavaScript;TypeScript;Docker;Git;Yarn;Express;React.js;AWS;MongoDB;PostgreSQL,11,0
<35,No,Master,1,Man,No,Dev,10,5,United States of America,103000,C#;HTML/CSS;JavaScript;SQL;TypeScript;Git;ASP.NET;ASP.NET Core ;jQuery;Oracle,10,1
<35,No,Master,1,Man,No,Dev,15,6,United States of America,95000,Bash/Shell;C;C#;JavaScript;Python;SQL;Git;Microsoft SQL Server,8,1
<35,No,Master,1,Man,Yes,NotDev,4,2,United Kingdom of Great Britain and Northern Ireland,64630,Bash/Shell;PowerShell;Python;R;SQL;Docker;Git;AWS;Google Cloud Platform;DynamoDB;PostgreSQL;SQLite,12,0
<35,No,Undergraduate,1,Man,No,Dev,6,5,Brazil,82464,HTML/CSS;JavaScript;Node.js;Ruby;ASP.NET;Express;jQuery;React.js;Ruby on Rails;AWS;Heroku;Elasticsearch;MongoDB;PostgreSQL;Redis,15,1
>35,No,PhD,1,Man,No,NotDev,6,2,Germany,108098,Bash/Shell;Python;R;SQL;Git;PostgreSQL,6,0
<35,No,Undergraduate,1,Woman,Yes,Dev,8,4,Paraguay,6432,C;C++;Dart;Go;HTML/CSS;Java;JavaScript;Node.js;Python;SQL;Docker;Git;Kubernetes;Django;Express;Flask;jQuery;Laravel;React.js;Svelte;Vue.js;MariaDB;MongoDB;MySQL;Oracle;PostgreSQL,26,1
<35,No,Undergraduate,1,Man,No,Dev,10,5,Canada,75631,HTML/CSS;JavaScript;PHP;SQL;Git;jQuery;Laravel;Vue.js;AWS;Elasticsearch;MySQL;PostgreSQL;Redis;SQLite,14,0
<35,No,Undergraduate,1,Man,No,Dev,15,13,Germany,84316,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript;Docker;Git;Kubernetes;Angular;ASP.NET Core ;Google Cloud Platform;Microsoft Azure;Microsoft SQL Server,14,1
<35,No,Master,1,Man,No,Dev,20,2,Greece,19452,C#;HTML/CSS;JavaScript;Node.js;Git;Yarn;Angular;Angular.js;ASP.NET;jQuery;React.js;Microsoft Azure;Microsoft SQL Server;MongoDB,14,1
>35,No,Undergraduate,0,Man,No,Dev,21,16,Switzerland,142308,Bash/Shell;C;HTML/CSS;JavaScript;Matlab;PHP;Python;R;SQL;VBA;Git;Django;jQuery;Heroku;MySQL;PostgreSQL;Redis,17,0
<35,No,Other,1,Man,No,Dev,13,13,Austria,110256,JavaScript;Node.js;TypeScript;Docker;Git;Yarn;React.js;Vue.js;AWS;DigitalOcean;PostgreSQL,11,0
<35,No,Master,0,Man,Yes,Dev,15,1,Italy,10810,Dart;Python;Docker;Git;Google Cloud Platform;Firebase,6,0
<35,No,Master,1,Man,No,Dev,10,2,Netherlands,60535,Bash/Shell;HTML/CSS;Java;JavaScript;Kotlin;Node.js;PowerShell;Python;SQL;TypeScript;Docker;Git;Yarn;React.js;Spring;AWS;Elasticsearch;MongoDB;MySQL;PostgreSQL,20,1
<35,No,Undergraduate,1,Man,No,Dev,10,6,India,37000,Java;JavaScript;Scala;SQL;Ansible;Docker;Kubernetes;Terraform;Express;React.js;Spring;Vue.js;AWS;DigitalOcean;DynamoDB;Elasticsearch;Firebase;MongoDB;MySQL;PostgreSQL,20,0
<35,No,Master,1,Woman,No,Dev,10,4,Paraguay,60000,JavaScript;Node.js;TypeScript;Ansible;Git;Yarn;Express;React.js;Heroku;MongoDB;PostgreSQL,11,1
>35,No,Master,1,Man,No,Dev,22,5,Iceland,79956,Bash/Shell;Dart;HTML/CSS;JavaScript;Node.js;Objective-C;Python;Swift;Docker;Git;React.js;Heroku;SQLite,13,1
<35,No,Undergraduate,1,Man,No,Dev,14,12,United States of America,160000,Clojure;Java;Python;Docker;Git;Terraform;FastAPI;AWS;Elasticsearch;PostgreSQL,10,0
<35,No,Master,1,Man,No,Dev,5,3,Italy,23782,Bash/Shell;Java;Python;Docker;Git;FastAPI;Flask;MariaDB;MySQL,9,0
<35,No,Undergraduate,1,Man,Yes,Dev,11,5,Canada,86976,Go;HTML/CSS;Java;JavaScript;SQL;Docker;Kubernetes;Terraform;Spring;AWS;DigitalOcean;PostgreSQL;Redis;SQLite,14,0
<35,No,Undergraduate,1,Man,No,Dev,10,5,"Iran, Islamic Republic of...",17100,Java;Kotlin;Git,3,0
>35,No,Master,1,Man,No,Dev,23,20,Germany,64859,Bash/Shell;HTML/CSS;PHP;Ansible;Docker;Git;Drupal;jQuery;Laravel;AWS;Elasticsearch;MariaDB;MySQL;SQLite,14,1
<35,No,Undergraduate,1,Man,No,Dev,6,4,India,33504,JavaScript;Node.js;Python;SQL;TypeScript;Ansible;Docker;Git;Kubernetes;Terraform;Yarn;Angular;Angular.js;Express;Flask;Gatsby;React.js;Vue.js;AWS;DigitalOcean;Google Cloud Platform;Heroku;DynamoDB;Firebase;MongoDB;PostgreSQL;Redis;SQLite,28,1
<35,No,Master,1,Man,No,NotDev,10,6,Taiwan,26513,Bash/Shell;JavaScript;Python;SQL;VBA;Docker;Git;Angular;Django;jQuery;AWS;MySQL;PostgreSQL;Redis,14,0
>35,No,Undergraduate,1,Man,Yes,NotDev,35,8,United Kingdom of Great Britain and Northern Ireland,193889,Bash/Shell;HTML/CSS;JavaScript;PowerShell;Python;SQL;Ansible;Docker;Git;Kubernetes;Yarn;FastAPI;Elasticsearch;Microsoft SQL Server;MySQL;Redis,16,0
<35,No,Master,1,Man,Yes,Dev,11,6,Morocco,12324,HTML/CSS;JavaScript;PHP;SQL;TypeScript;Git;jQuery;Laravel;Vue.js;Heroku;MariaDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;SQLite,16,1
<35,No,Undergraduate,1,Man,No,Dev,7,2,United States of America,86000,C#;Groovy;PowerShell;Python;Git,5,0
>35,No,PhD,1,Man,No,Dev,35,18,United States of America,193052,C++;Matlab;Python;Git,4,0
<35,No,Master,1,Man,No,Dev,12,5,France,42158,C#;SQL;Docker;Git;Kubernetes;ASP.NET;ASP.NET Core ;Elasticsearch;Microsoft SQL Server;Oracle;PostgreSQL,11,0
>35,No,Other,1,Man,Yes,Dev,17,5,Canada,60505,Bash/Shell;C;C++;HTML/CSS;Java;JavaScript;Node.js;PHP;PowerShell;Ansible;Docker;Git;jQuery;React.js;AWS;Google Cloud Platform;Microsoft Azure;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL,22,1
<35,No,Undergraduate,1,Man,No,Dev,10,6,Portugal,18156,HTML/CSS;Java;JavaScript;Node.js;PHP;SQL;TypeScript;Angular;Express;jQuery;React.js;IBM Cloud or Watson;Microsoft Azure;Microsoft SQL Server;MySQL,15,1
<35,No,Undergraduate,1,Man,No,Dev,4,4,United States of America,132000,Bash/Shell;Go;Python;Scala;Docker;Git;Terraform;Flask;AWS;MongoDB;PostgreSQL,11,0
<35,No,Undergraduate,1,Man,No,Dev,13,8,Canada,73741,Bash/Shell;Go;Python;Docker;Git;Kubernetes;Terraform;Yarn;FastAPI;Flask;Google Cloud Platform;Microsoft Azure;MongoDB;PostgreSQL;Redis,15,0
<35,No,Undergraduate,1,Man,No,Dev,9,8,Germany,62697,Bash/Shell;Java;JavaScript;SQL;jQuery;React.js;AWS;Google Cloud Platform;Microsoft SQL Server;MySQL;PostgreSQL,11,1
>35,No,Other,1,Man,Yes,Dev,20,11,Brazil,65976,HTML/CSS;JavaScript;PHP;SQL;TypeScript;Docker;Git;Angular;Gatsby;jQuery;React.js;AWS;Elasticsearch;Firebase;MySQL,15,0
<35,No,Undergraduate,1,Man,No,Dev,7,2,Brazil,27492,Java;JavaScript;Node.js;PHP;Python;SQL;VBA;Git;Yarn;Django;Express;React.js;MySQL;SQLite,14,1
<35,No,Master,1,Man,No,Dev,12,7,Spain,37834,Bash/Shell;Java;Kotlin;Git;Firebase;MySQL;SQLite,7,1
<35,No,Undergraduate,1,Man,No,Dev,12,8,Bangladesh,9180,C#;HTML/CSS;JavaScript;PHP;SQL;Git;ASP.NET;ASP.NET Core ;jQuery;React.js;Microsoft Azure;Microsoft SQL Server;MySQL,13,1
>35,No,Undergraduate,1,Man,No,Dev,24,16,United States of America,148000,C;C#;HTML/CSS;JavaScript;PowerShell;SQL;Git;ASP.NET;ASP.NET Core ;Microsoft Azure;Elasticsearch;Microsoft SQL Server,12,0
>35,No,Undergraduate,1,Man,No,Dev,20,20,United States of America,135000,C#;C++;HTML/CSS;JavaScript;Perl;PHP;PowerShell;Python;SQL;TypeScript;Git;ASP.NET;ASP.NET Core ;Microsoft Azure;Microsoft SQL Server;MySQL;Oracle;Redis,18,1
>35,No,NoHigherEd,1,Man,Yes,Dev,40,9,United Kingdom of Great Britain and Northern Ireland,51704,C#;C++;HTML/CSS;Java;JavaScript;PHP;PowerShell;SQL;VBA;Git;Unity 3D;Xamarin;ASP.NET;ASP.NET Core ;jQuery;AWS;Google Cloud Platform;Microsoft Azure;Microsoft SQL Server;MySQL;SQLite,21,1
>35,No,PhD,1,Man,No,Dev,11,8,France,43239,Bash/Shell;R;Docker;AWS;PostgreSQL;SQLite,6,0
>35,No,Master,0,Man,No,Dev,26,16,Ukraine,85650,C#;JavaScript;TypeScript;Git;Angular;ASP.NET;ASP.NET Core ;Microsoft Azure;Microsoft SQL Server,9,1
<35,No,Undergraduate,1,Man,No,Dev,7,4,France,24696,C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript;Docker;Git;Angular;Express;jQuery;Symfony;Vue.js;AWS;Heroku;Firebase;MySQL;Oracle;PostgreSQL,21,1
<35,No,Master,0,Man,No,Dev,11,4,Greece,18684,Bash/Shell;C;Go;Java;Rust;Docker;Git;Kubernetes;Yarn,9,0
<35,No,Undergraduate,1,Man,No,Dev,4,4,Viet Nam,18108,JavaScript;Python;Git;Yarn;Angular.js;React.js;Vue.js;AWS;DynamoDB;MySQL,10,0
<35,Yes,Undergraduate,1,Man,Yes,Dev,10,2,United States of America,179000,Assembly;Bash/Shell;C++;HTML/CSS;Java;JavaScript;Matlab;Python;Google Cloud Platform,9,0
>35,No,Master,0,Man,No,Dev,20,18,United Kingdom of Great Britain and Northern Ireland,210050,C++;Java;JavaScript;Python;Git;Flask;Heroku,7,0
>35,No,Undergraduate,1,Man,No,Dev,30,15,Israel,157596,Python;Scala;Docker;Git;AWS;Elasticsearch;PostgreSQL,7,0
<35,No,Master,1,Man,No,Dev,12,8,Netherlands,108098,Bash/Shell;Java;Kotlin;PowerShell;Docker;Git;Kubernetes;React.js;Spring;AWS;DigitalOcean;MySQL;PostgreSQL,13,0
<35,No,Master,1,Man,No,Dev,10,6,Poland,45564,JavaScript;Node.js;Swift;TypeScript;Docker;Git;Express;AWS;DigitalOcean;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis,14,1
<35,No,Undergraduate,1,Man,No,Dev,4,1,Tunisia,1680,HTML/CSS;JavaScript;Node.js;Python;Rust;TypeScript;Git;Yarn;Express;React.js;Google Cloud Platform;Heroku;Microsoft Azure;IBM DB2;MariaDB;MongoDB;PostgreSQL,17,1
<35,No,Undergraduate,1,Man,No,Dev,7,5,Croatia,29604,C#;HTML/CSS;Java;JavaScript;Kotlin;Node.js;Python;TypeScript;Docker;Git;Spring;Vue.js;Microsoft SQL Server,13,1
>35,No,Undergraduate,1,Man,No,Dev,15,13,Dominican Republic,21144,C#;HTML/CSS;Java;JavaScript;SQL;Swift;TypeScript;Git;Angular;Angular.js;ASP.NET Core ;jQuery;Spring;Microsoft Azure;Microsoft SQL Server;MySQL,16,1
<35,No,Undergraduate,1,Man,No,Dev,4,0,Ukraine,6852,JavaScript;Matlab;Swift;Git;React.js;Firebase,6,0
<35,No,Other,1,Man,No,Dev,4,3,Poland,24300,C#;Java;Kotlin;AWS;Google Cloud Platform;SQLite,6,1
>35,No,Undergraduate,1,Man,No,Dev,31,13,Italy,54049,Bash/Shell;C;C++;Matlab;PowerShell;SQL;Git;MariaDB;MySQL;PostgreSQL;SQLite,11,0
<35,No,Undergraduate,1,Man,Yes,Dev,7,2,Netherlands,38778,Bash/Shell;C#;C++;HTML/CSS;Java;JavaScript;Node.js;PHP;TypeScript;Docker;Git;Angular;Angular.js;Drupal;jQuery;Symfony;AWS;Microsoft Azure;DynamoDB;Elasticsearch;Firebase;MariaDB;Microsoft SQL Server;MySQL;PostgreSQL;Redis,26,1
>35,No,Master,1,Man,No,Dev,8,4,United States of America,130000,JavaScript;Python;Docker;Angular;React.js;AWS;Heroku;PostgreSQL,8,0
<35,No,Undergraduate,1,Man,No,Dev,2,2,United States of America,70000,HTML/CSS;JavaScript;Python;SQL;Git;jQuery;AWS;Microsoft SQL Server,8,0
<35,No,Master,1,Man,No,Dev,15,6,Austria,70264,HTML/CSS;Java;JavaScript;Kotlin;Node.js;Swift;TypeScript;Docker;Git;Yarn;Angular;Angular.js;React.js;Spring;DigitalOcean;Firebase;MongoDB,17,1
<35,No,Undergraduate,1,Man,No,Dev,12,2,Portugal,13032,Assembly;Bash/Shell;C;C#;C++;HTML/CSS;Java;JavaScript;Node.js;Objective-C;PHP;Python;SQL;Git;Xamarin;jQuery;Microsoft SQL Server;MySQL;Oracle,19,1
>35,No,Master,1,Man,No,Dev,13,10,Italy,54049,C++;Go;SQL;Docker;Git;AWS;Google Cloud Platform;Microsoft Azure;Cassandra;PostgreSQL,10,0
>35,No,Undergraduate,0,Man,Yes,Dev,18,15,United States of America,141900,Groovy;HTML/CSS;Java;JavaScript;Python;SQL;Ansible;Git;Spring;AWS;DynamoDB;Microsoft SQL Server;MySQL;Redis,14,0
<35,No,Master,0,Man,No,Dev,12,6,Germany,64860,HTML/CSS;JavaScript;Node.js;TypeScript;Git;Angular;Express,7,0
>35,No,Master,1,Man,Yes,Dev,30,24,Germany,129718,Java;SQL;Docker;Git;Spring;IBM DB2;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL,12,1
>35,No,Master,1,Man,No,Dev,15,12,India,23735,C#;HTML/CSS;SQL;TypeScript;Git;Angular;ASP.NET;ASP.NET Core ;Microsoft Azure;Microsoft SQL Server,10,1
<35,No,Undergraduate,1,Man,No,Dev,6,4,Germany,62268,Bash/Shell;HTML/CSS;JavaScript;Node.js;PHP;SQL;Git;Drupal;jQuery;Vue.js;DigitalOcean;MariaDB;MySQL,13,1
>35,No,Undergraduate,1,Man,No,Dev,13,13,United States of America,135000,C#;Java;PowerShell;Python;SQL;Flow;Git;AWS;Microsoft Azure;Microsoft SQL Server,10,1
<35,No,Undergraduate,1,Man,No,Dev,10,2,India,23735,Java;Docker;Git;Spring;AWS;DynamoDB;Elasticsearch;Firebase;MongoDB;Redis,10,0
